지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),합계 일사(MJ/m2),평균 전운량(1/10)
108,2017-10-03,17.6,13.4,23.6,,5.4,2.3,7.19,5.8
108,2017-10-04,16.7,10.7,24.3,,4.4,1.8,9.93,6.6
108,2017-10-05,18.7,13.9,23.4,,3.4,2.1,7.21,8
108,2017-10-06,18.9,16.2,23.3,.5,4.4,2.3,5.32,8.5
108,2017-10-07,21.9,16.9,28.8,0,2.9,1.2,9.17,7.5
108,2017-10-08,23,19.3,28.7,,3.6,1.4,9.32,4.8
108,2017-10-09,22.5,19.8,27.6,0,3,1.5,7.24,6.5
108,2017-10-10,21.4,18.6,24.8,.4,3.8,1.3,3.75,9.3
108,2017-10-11,15.5,12.2,21.7,20,5.5,2.9,3.87,9.3
108,2017-10-12,11.4,8.8,,,4.5,2,2.23,7.1
108,2017-10-13,12.8,6.1,18.9,,6.9,3.2,9.41,3.4
108,2017-10-14,14.4,9,20.5,,,,10.58,4.9
108,2017-10-15,15.8,9,23,,3.8,1.7,9.97,5.4
108,2017-10-16,16.6,13.6,22,,3.9,1.7,7.3,7.9
108,2017-10-17,16.2,9.2,23.9,,3.1,1.3,10.3,.4
108,2017-10-18,16.5,14.2,19.1,.1,3.8,2.4,3.13,9.3
108,2017-10-19,17,11.9,23.2,,3.4,1.8,9.08,3.8
108,2017-10-20,17,11.1,24.2,,3.5,1.5,9.75,.1
108,2017-10-21,17.6,11,25.2,,3.5,1.3,9.75,0
108,2017-10-22,16.3,11,23.5,,7.2,3.1,8.97,1.8
108,2017-10-23,13.7,8.6,20.6,,3.2,1.4,9.37,0
108,2017-10-24,14.4,9.9,20.9,,3.3,1.9,7.95,3
108,2017-10-25,14.4,9.5,20.6,,3.7,1.5,9.17,2.9
108,2017-10-26,14.5,10.7,18.1,,3.2,1.2,4.42,8.6
108,2017-10-27,16.9,11.9,24.2,,2.9,1.2,8.47,1.9
108,2017-10-28,17.2,10.6,24.8,,5.1,2,8.75,.1
108,2017-10-29,11.5,6.3,17.2,,7.6,3.3,7.94,0
108,2017-10-30,7.7,2.5,13.2,,4.8,2.4,9.16,0
108,2017-10-31,10.4,3.6,16,,4.4,1.8,8.01,1.8
108,2017-11-01,14.4,11.5,18.1,,3.8,2.1,2.94,8.5
108,2017-11-02,15.5,14,18,1,3.7,1.6,2.28,8.8
108,2017-11-03,12.3,6.1,16.6,1.5,5.5,3.2,5.24,5.6
108,2017-11-04,7.8,4.5,13.7,,4.6,2.5,8.3,2.4
108,2017-11-05,8.4,2.6,15.4,,3.7,1.5,,3.3
108,2017-11-06,11.4,8,16.5,,3.9,1.5,6.24,5.5
108,2017-11-07,14.4,9.2,18.4,0,3.1,1.5,4.41,9.1
108,2017-11-08,13.1,6.9,17.2,0,5.6,3,7.21,3.9
108,2017-11-09,9.4,3.7,16.8,,2.5,1.2,7.63,0
108,2017-11-10,9.8,5.3,15.9,7.5,6.3,3,2.05,4.4
108,2017-11-11,5.9,2.7,10.7,,4.3,2.2,8.18,0
108,2017-11-12,5.3,.3,11.4,,3.2,1.4,6.72,1.5
108,2017-11-13,8.4,3.1,11.8,4.5,4.4,1.9,2.85,7.9
108,2017-11-14,7.5,2.9,11.4,,5.5,2.4,7.48,1.9
108,2017-11-15,3.2,-1.1,6.5,,6.7,2.8,7.34,4.1
108,2017-11-16,1,-3.4,6.4,,3.8,1.5,7.66,0
108,2017-11-17,3,-1.6,5.8,0,4.8,2.2,1.24,8.5
108,2017-11-18,-2.1,-4.8,2.6,,5.7,3.4,7.97,0
108,2017-11-19,-1.6,-6.6,3.5,,5.7,2.2,7.42,2.8
108,2017-11-20,-.4,-3.9,4.2,0,3.1,1.4,,3.5
108,2017-11-21,1.3,-4.2,8.1,,2.7,1.4,7.14,1.1
108,2017-11-22,4.3,.6,10.8,.5,6.1,2.4,4.17,5.1
108,2017-11-23,.9,-2.5,4.7,1.2,6.3,2.1,5.25,4.8
108,2017-11-24,-.4,-2.5,2.9,0,4.9,1.8,6.34,3.3
108,2017-11-25,3,-3.3,7.3,24,4.1,1.8,2.08,7.5
108,2017-11-26,3.3,-.3,7.6,,5.5,1.8,5.95,4.3
108,2017-11-27,2.5,-2.9,9.5,,2.4,1.3,,.9
108,2017-11-28,6.4,1.3,11.2,.5,2.8,1.1,4.21,8.4
108,2017-11-29,3.2,-1.8,8.1,0,5.4,2.8,7.04,5.4
108,2017-11-30,-2.4,-5.2,2.7,,5.7,3.3,,2
108,2017-12-01,-2.2,-7.6,3.1,0,4.4,1.6,5.97,2.3
108,2017-12-02,1.9,-4.6,8.1,,3.3,1.7,6.33,3.8
108,2017-12-03,4.9,3.1,8.1,4,2.8,1.5,3.01,9
108,2017-12-04,-1.2,-6.1,4.5,.1,6.7,3.4,6.79,1.4
108,2017-12-05,-4.2,-8.2,-.4,.1,,,.86,1.6
108,2017-12-06,.2,-4.5,6,1.2,3.5,,6.14,7
108,2017-12-07,.7,-3.5,4.6,,3.8,1.7,5.85,3.5
108,2017-12-08,-3.8,-7.1,-.5,,4.1,1.8,6.89,2.1
108,2017-12-09,-.5,-5.6,5.4,,2.6,1,6.32,2.8
108,2017-12-10,1.1,-2.5,6.7,4.1,6.3,2,2.08,7
108,2017-12-11,-7,-11,-2.5,,6.4,3.5,7.01,.3
108,2017-12-12,-9.4,-12.3,-5.2,,4,2.1,6.8,0
108,2017-12-13,-8.7,-12,-4.4,,4.2,1.7,6.81,0
108,2017-12-14,-6.6,-11.2,-1.9,,1.9,.9,3.7,5.9
108,2017-12-15,-3,-7.5,.9,0,3.9,1,2.41,7.3
108,2017-12-16,-5.7,-8.1,-2.6,,5.7,3,6.4,0
108,2017-12-17,-6.7,-10.8,-2.3,,4.1,1.9,6.51,1.1
108,2017-12-18,-1.6,-5.9,3.3,3.4,3.9,1.2,1.66,6.8
108,2017-12-19,-3.9,-6.5,-1,,4.3,2.1,6.61,1
108,2017-12-20,-3.9,-8.5,-.1,.2,3.5,1.1,3.36,7.1
108,2017-12-21,-.9,-5.6,4.6,,2.6,1.2,6.15,.4
108,2017-12-22,3.4,-1.9,6.6,,3.2,1.1,3.41,8.4
108,2017-12-23,6.1,5,8.7,,2,1.1,3.28,8
108,2017-12-24,2.9,-.6,5.7,20,5.1,1.9,.7,6.6
108,2017-12-25,-2.1,-4.9,.6,,4.6,2.8,6.77,2.1
108,2017-12-26,-3.8,-7.9,-1.1,,5.8,2.9,6.72,.3
108,2017-12-27,-6.9,-10.3,-2.6,,4.4,1.9,6.61,0
108,2017-12-28,-2.1,-6.8,.8,0,3,1.3,3.79,8.5
108,2017-12-29,2.1,-.4,6,0,3.8,1.1,3.87,4.6
108,2017-12-30,1.4,-1.2,4.5,.7,2,.9,2.25,9.3
108,2017-12-31,-.3,-3.2,3.3,1,4.8,2.3,6.63,1.9
108,2018-01-01,-1.3,-5.1,3.8,,3.8,1.4,6.14,1
108,2018-01-02,-1.8,-4.3,1.8,,4.9,1.8,5.36,2.3
108,2018-01-03,-4.7,-7.1,-.4,,3.5,2.2,6.56,3.6
108,2018-01-04,-4.7,-8.7,-.7,,3.5,1.4,4.73,6.5
108,2018-01-05,-3,-5.6,1.6,,3.6,1.7,5.96,3.6
108,2018-01-06,-2.8,-6.8,2.9,,3.1,1.5,6.79,0
108,2018-01-07,-.8,-5.7,2.8,,2.5,.8,3.75,7.5
108,2018-01-08,1.3,-1.2,4,.9,7.1,1.8,2.39,9
108,2018-01-09,-4.2,-6.1,-1.2,.5,6.1,2.9,5.6,3.5
108,2018-01-10,-7.5,-10.3,-4.8,.3,6.1,3,6.85,.9
108,2018-01-11,-11.1,-13.6,-7.4,,4.9,2.8,6.8,.4
108,2018-01-12,-10.2,-15.3,-5.4,0,3.6,1.7,7.11,2.3
108,2018-01-13,-4.4,-6.6,-1.2,.4,1.7,.8,2.8,8.3
108,2018-01-14,.6,-4.4,5.4,,2.8,1.2,4.55,7
108,2018-01-15,4.7,1.8,7.7,.2,3.3,1.4,4.67,7.6
108,2018-01-16,3.5,.1,6.8,0,2.2,.7,2.4,9.8
108,2018-01-17,4.5,2.4,8.7,,3.7,1.2,4.17,7.4
108,2018-01-18,2.1,.3,4.5,0,3.8,1.9,,8.6
108,2018-01-19,1,-2.5,5.5,,3.7,1.6,6.56,3.8
108,2018-01-20,2.2,-1,6.9,,3.6,1.6,4.51,5.1
108,2018-01-21,.4,-3.7,5.5,,3.2,1,5.88,2
108,2018-01-22,.2,-5.3,4,3.3,5.1,1.5,1.91,9.4
108,2018-01-23,-11.7,-14.6,-5.3,,5.4,3.7,7.62,.3
108,2018-01-24,-14.2,-16.3,-10.7,,7.2,3.4,7.73,0
108,2018-01-25,-14,-16.4,-9.5,,4.8,2.8,7.28,3.6
108,2018-01-26,-14.8,-17.8,-10.7,,4.6,2.6,,0
108,2018-01-27,-9.9,-15.9,-3.5,,3.4,1.4,7.5,1.8
108,2018-01-28,-6.3,-9.3,-1.2,,5.6,2.6,6.38,3.3
108,2018-01-29,-8.5,-11.6,-4.7,,6.2,2.7,7.68,.1
108,2018-01-30,-5.3,-11.4,-.8,2.9,3.8,1.3,5.41,5.8
108,2018-01-31,-2.6,-5.2,0,0,3.4,1.6,3.9,7.4
108,2018-02-01,-4,-8.8,1.2,,3.9,1.6,8.09,0
108,2018-02-02,-2.4,-7.6,3.8,,3.6,1.6,7.29,1.9
108,2018-02-03,-7.3,-10.4,-2.1,.5,5.7,3.8,13.65,1.3
108,2018-02-04,-9.5,-12.8,-5.2,,5.6,3.1,13.65,0
108,2018-02-05,-9.4,-11.8,-5.1,,5.6,3,14.31,.1
108,2018-02-06,-10.1,-12.8,-5.8,,4.9,3.1,14.13,1.1
108,2018-02-07,-8,-13.4,-1.6,,3.3,1.5,13.39,1
108,2018-02-08,-4.4,-9.7,2,,3,1.2,13.05,.3
108,2018-02-09,.4,-5.3,6.1,,3,1.1,6.56,9.1
108,2018-02-10,-.5,-6.9,3.2,,6.3,3,9.41,6.5
108,2018-02-11,-6.1,-9.5,-2.2,0,5.1,2.7,12.26,3.5
108,2018-02-12,-5.8,-9.6,-1.8,0,5.2,2.7,13.74,4.1
108,2018-02-13,-.8,-7.4,4.3,,5.6,2.7,13.72,3.1
108,2018-02-14,3.5,-.7,8.7,,5.4,2.6,6.92,7.4
108,2018-02-15,-.7,-3.7,4,,4.4,2.5,,3.8
108,2018-02-16,-1.1,-5.5,4.9,,5.5,2.1,14.1,3.3
108,2018-02-17,-3,-7.1,1.4,,5.5,2.9,15.8,1.9
108,2018-02-18,-.4,-4.9,5.2,,3.5,1.3,11.22,7.4
108,2018-02-19,1.8,-1.9,6.8,,3,1.5,10.08,6.1
108,2018-02-20,.9,-2.4,5.5,,5.8,2.5,13.56,5
108,2018-02-21,-.9,-4.5,4.4,,5.2,2.3,15.28,1.6
108,2018-02-22,1.3,-3.9,5.4,.4,5.2,2.2,9.45,5.8
108,2018-02-23,4.2,-.3,8.6,3.7,5,1.9,9.43,7
108,2018-02-24,2.4,-1.1,7.2,,3.9,2.1,13.09,6.1
108,2018-02-25,1.9,-1.6,7.9,,3.8,1.7,16.17,2.4
108,2018-02-26,3.1,-3.2,10.4,,3.6,1.4,16.36,1.3
108,2018-02-27,4.2,.6,6.9,,1.8,.9,2.86,8.5
108,2018-02-28,4.6,1.8,7.8,25,3.7,2,1.71,10
108,2018-03-01,-.2,-4.3,3,.5,6.9,3.8,17.94,4.4
108,2018-03-02,-.7,-6.7,5.4,,3.3,1.5,19.03,2.4
108,2018-03-03,7.9,-.1,16.2,0,3.9,1.5,18.04,4.1
108,2018-03-04,9.8,7.6,11.9,11.5,3.5,1.2,3.92,10
108,2018-03-05,5.5,1.3,11.4,3.5,3.5,2,13.8,5.4
108,2018-03-06,4.5,-1.1,10.9,,3.7,1.6,17.85,2.1
108,2018-03-07,6.4,2.2,10.7,.5,3.2,1.8,10.76,8.6
108,2018-03-08,4.6,2.7,9.7,4,4.5,1.9,10.3,8.1
108,2018-03-09,4.5,1.4,9.6,,4.2,1.5,10.22,5.9
108,2018-03-10,4.6,.7,9.7,,5.9,2,16.45,4.6
108,2018-03-11,6.4,2.7,12.2,,4.2,2,18.11,2.8
108,2018-03-12,8,2.2,15.5,,4.2,1.4,13.92,3.3
108,2018-03-13,12.4,5.2,18.8,,4.3,1.8,14.17,5.9
108,2018-03-14,17,13.6,22.1,,5,2.3,15.46,6
108,2018-03-15,12.4,8.4,16.6,27,4.8,2.1,1.47,9.8
108,2018-03-16,7.1,3.6,12.2,,3.1,1.9,21.16,1.4
108,2018-03-17,6.6,.5,14,,3.8,1.5,17.87,4.4
108,2018-03-18,8.2,5.4,12.5,.5,2.9,1.2,7.19,9.8
108,2018-03-19,8,6.2,10.4,1,4.2,2.5,3.33,9.5
108,2018-03-20,4.7,1.6,9.1,,4.8,3.4,14.36,6.9
108,2018-03-21,2.1,1.1,5.3,1,3.3,1.7,6.13,9.9
108,2018-03-22,4.9,.6,11.6,,5,2.2,20.45,1.5
108,2018-03-23,6.1,1.8,12.5,,4.2,2,19.08,4.6
108,2018-03-24,7.6,4,13.1,,4.4,2.1,15.35,6.3
108,2018-03-25,9.6,4.6,16.9,,3.5,1.7,19.12,3.4
108,2018-03-26,11,5.3,18.1,,4.4,1.9,19.06,3.6
108,2018-03-27,13.3,7.7,20,,3.9,1.6,15.98,2.6
108,2018-03-28,14,9.4,19,,4.8,2.2,13.94,4.3
108,2018-03-29,15.4,11.8,21.1,,4,1.6,14.86,4.9
108,2018-03-30,14.8,9.8,21.9,,3.8,1.7,20.01,.5
108,2018-03-31,14,9.3,20.1,,4.5,1.9,17.08,4.4
108,2018-04-01,15.6,11.7,18.5,,3.5,1.5,7.25,9.1
108,2018-04-02,18.4,14.9,23.7,,4.5,1.9,14.14,6.1
108,2018-04-03,17.8,14.9,21.2,.1,4.4,2.1,6.88,9.1
108,2018-04-04,13.4,9.5,18.2,18.5,5.1,1.9,19.56,6.1
108,2018-04-05,7.6,6.7,9.5,10.5,3.5,2,2.15,9.9
108,2018-04-06,5.8,3,8.6,6.5,5.7,3.1,11.19,8.9
108,2018-04-07,4.2,1.4,8.6,.2,6,4.1,18.24,5.1
108,2018-04-08,3.9,.6,7.9,3,3.6,1.8,7.93,6.1
108,2018-04-09,7.9,.1,15.4,,2.9,1.1,21.52,2.6
108,2018-04-10,15.1,6.9,21.9,5,8.8,3.5,17.52,6.3
108,2018-04-11,12.6,8.7,17.3,,6.1,3,24.86,2.6
108,2018-04-12,13.3,6.8,19.6,,6.2,2.6,24.56,1.3
108,2018-04-13,14.6,8.3,19.3,,3.7,1.3,12.68,8.9
108,2018-04-14,9,7.5,14.8,9,4.1,1.8,3.49,8.9
108,2018-04-15,9.5,5.6,14.2,,4.9,2.4,17.29,3.1
108,2018-04-16,11.6,4.9,18.8,,4.7,1.6,24.79,1
108,2018-04-17,12.9,6.8,20.1,,5.5,1.9,24.03,.9
108,2018-04-18,12.4,6.2,19.3,,3.9,1.9,25.09,.4
108,2018-04-19,14,7.4,20.5,,5.1,1.9,22.36,0
108,2018-04-20,18.4,11,26.3,,3.6,1.3,22.68,.5
108,2018-04-21,18.7,12.3,25.6,,4.6,1.9,26.14,3.4
108,2018-04-22,15.5,10.7,21,15.5,2.9,1.1,5.09,9.5
108,2018-04-23,9.3,8.4,10.7,59,3,2.2,2.59,10
108,2018-04-24,12.1,8.9,16.1,3,2.8,1.4,10.14,8
108,2018-04-25,14.6,5.7,23.3,,4.4,1.5,24.97,.8
108,2018-04-26,14.9,10,22.1,,5.1,2.1,21.87,3.9
108,2018-04-27,15.7,9.7,23.3,,3.8,1.7,22.9,.1
108,2018-04-28,15.4,10.5,21.7,,4.8,2,26.04,0
108,2018-04-29,16.2,9.4,22.9,,4.3,1.9,24.5,2.4
108,2018-04-30,19.2,14.1,25,,3.6,1.6,20.74,5.5
108,2018-05-01,20.4,17.8,23.3,0,4,1.5,12.42,8.5
108,2018-05-02,15.1,8.7,19.7,12,5.2,1.9,2.47,9.9
108,2018-05-03,11.2,6.9,14.7,1,5.3,2.7,12.18,3.6
108,2018-05-04,14.1,8.8,20,,5.9,2.7,27.26,1.4
108,2018-05-05,18.3,11.6,24.6,,4.8,2.6,22.26,6
108,2018-05-06,16.6,15,20.7,22,3.9,1.1,9.31,9.3
108,2018-05-07,19.2,14,25.5,,3.7,1.2,17.7,6
108,2018-05-08,17.5,11.6,22.9,,2.7,1.7,23.25,3
108,2018-05-09,15.7,9.2,21.8,,3.6,1.7,26.77,.1
108,2018-05-10,15.4,11.3,21.4,,5.4,2.3,26.53,3.1
108,2018-05-11,16.1,11.9,21.3,,3.5,1.8,18.7,9.5
108,2018-05-12,14.2,11.8,16.1,32,2.9,.9,1.32,10
108,2018-05-13,15.8,12.7,20,.5,3.9,1.9,16.37,5.3
108,2018-05-14,18.2,11.9,24.5,,3.4,1.4,19.19,6.6
108,2018-05-15,23.2,15.4,29.3,0,3.4,1.1,21.18,8.5
108,2018-05-16,22.3,21.8,24.4,45,6.1,1.9,1.6,10
108,2018-05-17,20.9,18.8,23.5,83,8,1.4,3.96,10
108,2018-05-18,16.3,12.2,19.3,6.5,2.7,1.3,5.64,8.3
108,2018-05-19,17.6,10.3,24.7,,2.9,1.5,29.13,0
108,2018-05-20,17,11.5,22.6,,2.8,1.4,14.42,4.6
108,2018-05-21,17.8,11.3,23.7,,3.5,1.4,24.59,3.9
108,2018-05-22,18.1,15.4,23.2,12.5,3.1,1.1,10.87,9
108,2018-05-23,17.3,13.6,23.3,6.5,5,2.5,29.2,1.4
108,2018-05-24,18.3,11.2,23.7,,5.4,2.2,27.02,.5
108,2018-05-25,19.7,13.8,26.2,,4.5,1.8,25.48,3.4
108,2018-05-26,21.8,14,29.6,,4,1.4,26.86,1
108,2018-05-27,20.3,17.3,24.7,,4.1,1.7,17.12,7.3
108,2018-05-28,22.3,16.2,29.1,,4.3,1.6,26.49,3.8
108,2018-05-29,21.4,19.1,25.9,1,4.4,1.8,13.34,9.4
108,2018-05-30,20.2,15.8,24.7,0,4.4,1.9,21.67,4.6
108,2018-05-31,20.9,14.2,27.6,,3.6,1.9,26.94,.9
108,2018-06-01,23.8,17.5,30.2,,4.3,1.9,27.94,0
108,2018-06-02,23.4,17.6,30.1,,4.5,2,28.49,1.4
108,2018-06-03,24,16.9,30.8,,4.2,1.6,27.18,4
108,2018-06-04,22.6,18.9,27.5,,4.4,1.9,21.13,7.9
108,2018-06-05,23.7,17.7,29.2,,4,1.7,24.35,1.4
108,2018-06-06,23,18.4,27.9,,4,2,26.6,1
108,2018-06-07,22.2,17.8,29.4,,4.1,2,24.04,4.5
108,2018-06-08,21.9,18.5,27,,3.7,2.1,18.52,5.5
108,2018-06-09,23.7,18.9,30.1,.5,3.5,1.4,20.24,6.6
108,2018-06-10,21.3,18.3,24.9,.5,2.9,1.4,12.82,9.5
108,2018-06-11,20.2,18,23.9,5,4.3,1.4,11.27,8.5
108,2018-06-12,21.3,16.6,27.1,0,4.7,1.7,23.45,4.5
108,2018-06-13,22,18.3,27,0,5.1,1.5,15.75,7.4
108,2018-06-14,21.6,18.8,25.1,29,3.7,1.1,10.34,9.5
108,2018-06-15,21.7,17.2,27,16.5,2.7,1.4,23.64,6.1
108,2018-06-16,22.5,16.3,28.7,,2.8,1.4,28.06,.8
108,2018-06-17,22.8,18.9,27.5,,3.9,1.3,14.78,7.8
108,2018-06-18,24.8,19.9,30.8,,4,1.5,26.17,3.6
108,2018-06-19,22.4,19.1,27.2,,3.6,1.8,17.65,8.1
108,2018-06-20,22.7,19.1,28.4,,4.2,2.3,24.52,5.4
108,2018-06-21,23.7,19.4,28.7,,4.4,2.2,28.21,3
108,2018-06-22,25,18.2,32,,4.3,1.8,27.4,5.1
108,2018-06-23,24.5,20.9,28.9,,4.4,2,22.19,8
108,2018-06-24,25.2,20.1,32.1,,3.7,1.9,25.7,4
108,2018-06-25,27.1,21.3,32.9,,3.2,1.2,20.44,7.9
108,2018-06-26,22.3,20.2,26.9,71.5,5.7,2.4,1.29,10
108,2018-06-27,22.3,19.1,25.5,1,4.5,2,13.56,8.8
108,2018-06-28,23.3,20.6,27.3,26.5,4.3,1.1,9.31,9.5
108,2018-06-29,24.7,21.9,29.1,6.5,3.2,1.5,18.79,7.3
108,2018-06-30,24.4,21.6,27.9,14.5,5.1,.9,8.76,9.1
108,2018-07-01,21.9,21,22.8,83.5,2.3,.8,2.09,9.9
108,2018-07-02,22.6,20.6,25.3,59.5,2.9,.7,4.73,9.6
108,2018-07-03,27.4,22.5,32.6,.1,2.6,.8,22.88,6
108,2018-07-04,27.3,24,31.8,,3.9,1.7,22.43,7.1
108,2018-07-05,25.3,23.4,29,.5,3,1.2,10.88,8.6
108,2018-07-06,23.9,21.5,27.1,,3.4,1.8,15.83,8.5
108,2018-07-07,23.7,19.5,29.2,,2.3,1.6,27.32,3.6
108,2018-07-08,23.3,17.7,28.1,,2.8,1.5,23.98,7
108,2018-07-09,20.8,20.1,24.2,14,1.8,1.1,4,9.9
108,2018-07-10,23.7,20.4,26.5,16.5,1.6,.7,5.92,9.8
108,2018-07-11,26.8,24.4,29.5,3,3.9,1.3,8.74,9.6
108,2018-07-12,26.6,25.1,28.2,1,3.6,1.5,9.92,7.5
108,2018-07-13,27.3,24.7,30.9,,3.4,1.8,15.6,6.4
108,2018-07-14,27.9,24.6,31.9,0,4.2,1.9,21.51,5
108,2018-07-15,28.3,24.5,33.2,,3.7,1.6,22.91,2.6
108,2018-07-16,28.7,24,34,,3.6,1.7,26.67,.4
108,2018-07-17,28.1,23.9,32.1,,4.1,1.7,25.57,1.3
108,2018-07-18,28.2,23.7,33.2,,4.1,1.6,25.14,.8
108,2018-07-19,28.7,23.2,34.1,,3.2,1.6,27.8,.1
108,2018-07-20,29.5,24.6,34.7,,3.3,1.5,25.73,.4
108,2018-07-21,30.6,24.9,36.9,,3.6,1.5,26.62,.3
108,2018-07-22,31.8,25.3,38,,3.7,1.4,25.51,3.5
108,2018-07-23,31.7,29.2,35.7,,4,1.8,18.94,7.9
108,2018-07-24,31.4,27.2,36.8,,4,1.6,18.42,4.4
108,2018-07-25,30.1,27.7,34.1,,3.8,2.4,14.36,6.3
108,2018-07-26,30.1,27.3,33.7,,3.4,1.5,12.21,5.8
108,2018-07-27,30.9,27.2,35.4,,3.7,1.9,19.29,2.3
108,2018-07-28,29.5,28,35.2,7.5,3.6,1.2,9.59,5.5
108,2018-07-29,31.3,26.4,36.7,,2.9,1.2,22.33,2.4
108,2018-07-30,31.7,26.2,36.9,,2.4,1.2,19.68,3.1
108,2018-07-31,32.6,27.8,38.3,,3.6,1.5,24.5,2.8
108,2018-08-01,33.6,27.8,39.6,,4,1.7,25.69,.8
108,2018-08-02,33.7,30.3,37.9,,3.2,1.6,18.58,4
108,2018-08-03,33.1,30,37.9,,4.2,1.9,21.09,1
108,2018-08-04,31.1,28,34.9,,4.6,2.4,20.45,3.4
108,2018-08-05,30,27.2,33.9,2,4.9,2.6,20.62,6.5
108,2018-08-06,30.5,28.3,35.3,6.5,4.4,1.6,17.86,7.6
108,2018-08-07,30.5,26.8,35.9,,3.7,1.5,15.62,3.6
108,2018-08-08,31,27.6,35.3,,4.6,2.1,20.59,3
108,2018-08-09,28.8,27.1,32.5,2,4.2,1.5,11.11,7.3
108,2018-08-10,30.7,25.7,36.8,,3.6,1.4,21.85,3.5
108,2018-08-11,31,26.4,36,,3.3,1.5,21.37,2.9
108,2018-08-12,30.6,27.2,35.3,5,3.7,1.5,18.23,6.5
108,2018-08-13,30.5,26.7,34.4,1,3.2,1.4,12.29,7.3
108,2018-08-14,31.7,27.7,37.2,,4,1.3,18.37,6.9
108,2018-08-15,31.7,28.3,38,1,5.8,1.2,18.41,6.4
108,2018-08-16,29.9,24.1,35.6,,3,1.7,24.88,3.3
108,2018-08-17,27.2,21.7,33.8,,3.5,1.8,26.23,0
108,2018-08-18,26.7,21.5,32.1,,3.8,1.4,23.27,5
108,2018-08-19,28.2,23,34.4,,3.3,1.2,19.79,7.9
108,2018-08-20,29.1,25.1,33.3,0,5.1,2,15.07,8.4
108,2018-08-21,26.6,23.4,31,5,7.1,2.5,12.86,6.3
108,2018-08-22,30.7,23.4,37.6,,3.2,1.1,22.27,4.5
108,2018-08-23,29.4,25.7,32.2,3,2.8,1.7,9.3,9.5
108,2018-08-24,24.4,23.2,26.3,7.5,4.2,2.5,5.69,9.6
108,2018-08-25,25.2,22.7,29.3,,5.3,2.6,16.21,7
108,2018-08-26,23.2,20.3,29,2,3.8,1.2,13.54,6.4
108,2018-08-27,22.7,20.2,24.9,19.5,2.1,.8,7.84,8.9
108,2018-08-28,23.7,22.5,26.1,96.5,3.7,.9,4.42,9
108,2018-08-29,25.2,22.7,27.4,42,4.5,2.4,2.75,10
108,2018-08-30,25.3,23.9,28.2,9.5,3.7,1.8,8.74,9.4
108,2018-08-31,25.6,22.8,30.3,.1,3.7,1.6,22.17,4.5
108,2018-09-01,25.5,20.8,30.9,,2.3,1.3,21.01,1.5
108,2018-09-02,25.1,20.1,29.6,,2.8,1.5,20.34,5.5
108,2018-09-03,23.3,21.4,25.8,34.5,5.5,1,3.36,9.8
108,2018-09-04,23.2,20,27.8,,5.2,2.2,21.64,5.1
108,2018-09-05,24,19.6,28.5,,5.7,2.5,22.46,1.9
