사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2021-12,경의선,174,효창공원앞,64683,74871,12414,13577,2022-01-03 10:00:40
2021-12,경의선,175,공덕,84566,72492,11866,11562,2022-01-03 10:00:40
2021-12,경의선,176,서강대,47859,47220,10046,9202,2022-01-03 10:00:40
2021-12,경의선,177,홍대입구,45197,54155,4300,4788,2022-01-03 10:00:40
2021-12,경의선,178,가좌,105610,99462,35685,36098,2022-01-03 10:00:40
2021-12,경의선,179,디지털미디어시티,57526,53124,9354,9331,2022-01-03 10:00:40
2021-12,경의선,180,수색,57020,59261,12751,12736,2022-01-03 10:00:40
2021-12,경의선,181,화전,42197,37887,7601,7324,2022-01-03 10:00:40
2021-12,경의선,182,강매,68509,58848,15259,14406,2022-01-03 10:00:40
2021-12,경의선,183,행신,182766,183045,27539,28209,2022-01-03 10:00:40
2021-12,경의선,184,능곡,77582,70862,24457,23813,2022-01-03 10:00:40
2021-12,경의선,185,곡산,11095,11696,4021,4073,2022-01-03 10:00:40
2021-12,경의선,186,백마,153203,146202,28005,27941,2022-01-03 10:00:40
2021-12,경의선,187,풍산,122604,113657,28957,28468,2022-01-03 10:00:40
2021-12,경의선,188,일산,199440,196419,50042,50183,2022-01-03 10:00:40
2021-12,경의선,189,탄현,175848,166756,31460,31074,2022-01-03 10:00:40
2021-12,경의선,190,야당,169668,166601,28910,27602,2022-01-03 10:00:40
2021-12,경의선,191,운정,155102,146552,32936,32700,2022-01-03 10:00:40
2021-12,경의선,192,금릉,109420,105528,22284,21871,2022-01-03 10:00:40
2021-12,경의선,193,금촌,138724,137643,38143,38913,2022-01-03 10:00:40
2021-12,경의선,194,월롱,60931,55782,7317,8037,2022-01-03 10:00:40
2021-12,경의선,195,파주,30011,19704,6095,4932,2022-01-03 10:00:40
2021-12,경의선,196,문산,105265,104383,34131,34095,2022-01-03 10:00:40
2021-12,경의선,197,임진강,355,286,181,210,2022-01-03 10:00:40
2021-12,경의선,203,계양,8,0,0,0,2022-01-03 10:00:40
2021-12,경의선,204,검암,2,0,0,0,2022-01-03 10:00:40
2021-12,경춘선,205,신내,40274,38004,14013,13292,2022-01-03 10:00:40
2021-12,경춘선,206,갈매,64367,54586,17106,16001,2022-01-03 10:00:40
2021-12,경춘선,207,별내,71193,66830,19542,18582,2022-01-03 10:00:40
2021-12,경춘선,208,퇴계원,73128,65421,23844,23268,2022-01-03 10:00:40
2021-12,경춘선,209,사릉,72017,68017,17397,17811,2022-01-03 10:00:40
2021-12,경춘선,210,금곡,26446,24989,13704,13344,2022-01-03 10:00:40
2021-12,경춘선,211,평내호평,126178,123454,37409,35834,2022-01-03 10:00:40
2021-12,경춘선,212,천마산,29098,25966,15702,15886,2022-01-03 10:00:40
2021-12,경춘선,213,마석,76314,75018,27542,27503,2022-01-03 10:00:40
2021-12,경춘선,214,대성리,8607,7741,4344,3975,2022-01-03 10:00:40
2021-12,경춘선,215,청평,29560,28861,12586,12647,2022-01-03 10:00:40
2021-12,경춘선,216,상천,3341,3084,3079,2954,2022-01-03 10:00:40
2021-12,경춘선,217,가평,32441,33221,10690,10413,2022-01-03 10:00:40
2021-12,경춘선,218,굴봉산,2044,2343,1488,1585,2022-01-03 10:00:40
2021-12,경춘선,219,백양리,5303,4907,936,912,2022-01-03 10:00:40
2021-12,경춘선,220,강촌,8293,8203,3442,3483,2022-01-03 10:00:40
2021-12,경춘선,221,김유정,6393,6639,2689,2641,2022-01-03 10:00:40
2021-12,경춘선,222,남춘천,49937,50745,18178,18480,2022-01-03 10:00:40
2021-12,경춘선,223,춘천,27178,24866,10764,9359,2022-01-03 10:00:40
2021-12,수인선,341,고색,105385,100104,13865,12865,2022-01-03 10:00:40
2021-12,수인선,342,오목천,72909,65799,10581,10512,2022-01-03 10:00:40
2021-12,수인선,343,어천,16835,16007,3729,3991,2022-01-03 10:00:40
2021-12,수인선,344,야목,6865,5292,1806,1426,2022-01-03 10:00:40
2021-12,수인선,345,사리,108679,93906,14531,13715,2022-01-03 10:00:40
2021-12,수인선,346,달월,1707,1349,917,453,2022-01-03 10:00:40
2021-12,수인선,347,월곶,58738,54467,12884,13040,2022-01-03 10:00:40
2021-12,수인선,348,소래포구,98431,93270,42740,41140,2022-01-03 10:00:40
2021-12,수인선,349,인천논현,120790,129691,28218,28674,2022-01-03 10:00:40
2021-12,수인선,350,호구포,88749,91370,18026,18261,2022-01-03 10:00:40
2021-12,수인선,351,남동인더스파크,50119,55721,6371,6609,2022-01-03 10:00:40
2021-12,수인선,352,원인재,95892,100467,26300,26526,2022-01-03 10:00:40
2021-12,수인선,353,연수,100377,100130,24619,24305,2022-01-03 10:00:40
2021-12,수인선,354,송도,50051,46448,18099,17897,2022-01-03 10:00:40
2021-12,수인선,355,인하대,138345,128594,22360,21635,2022-01-03 10:00:40
2021-12,수인선,356,숭의,81498,75044,24856,23982,2022-01-03 10:00:40
2021-12,수인선,357,신포,37180,37631,11386,11535,2022-01-03 10:00:40
2021-12,수인선,358,인천,17632,32399,11036,13267,2022-01-03 10:00:40
2021-12,경강선,239,판교,115355,115182,11701,10634,2022-01-03 10:00:40
2021-12,경강선,240,이매,25032,20287,5352,4937,2022-01-03 10:00:40
2021-12,경강선,241,삼동,52245,47493,10402,10335,2022-01-03 10:00:40
2021-12,경강선,242,경기광주,178018,167415,25884,26210,2022-01-03 10:00:40
2021-12,경강선,243,초월,72145,68523,12194,12000,2022-01-03 10:00:40
2021-12,경강선,244,곤지암,51486,50045,10741,10766,2022-01-03 10:00:40
2021-12,경강선,245,신둔도예촌,33054,30775,6016,5956,2022-01-03 10:00:40
2021-12,경강선,246,이천,64447,67071,10761,11270,2022-01-03 10:00:40
2021-12,경강선,247,부발,52830,48651,7020,6664,2022-01-03 10:00:40
2021-12,경강선,248,세종대왕릉,5887,5812,2618,2553,2022-01-03 10:00:40
2021-12,경강선,249,여주,48639,49487,12017,11743,2022-01-03 10:00:40
2021-12,5호선,386,방화,137066,132502,43624,42482,2022-01-03 10:00:40
2021-12,5호선,387,개화산,114933,108598,33410,32961,2022-01-03 10:00:40
2021-12,5호선,388,김포공항,191693,178405,28522,29846,2022-01-03 10:00:40
2021-12,5호선,389,송정,136233,127634,43154,42042,2022-01-03 10:00:40
2021-12,5호선,390,마곡,239756,238717,34573,33797,2022-01-03 10:00:40
2021-12,5호선,391,발산,455533,475091,78004,75358,2022-01-03 10:00:40
2021-12,5호선,392,우장산,306300,298741,74738,78121,2022-01-03 10:00:40
2021-12,5호선,393,화곡,639132,592399,123907,119035,2022-01-03 10:00:40
2021-12,5호선,394,까치산,648808,617345,134073,136081,2022-01-03 10:00:40
2021-12,5호선,395,신정(은행정),315470,249988,53078,51546,2022-01-03 10:00:40
2021-12,5호선,396,목동,370302,403213,70937,71907,2022-01-03 10:00:40
2021-12,5호선,397,오목교(목동운동장앞),516845,558807,71816,71856,2022-01-03 10:00:40
2021-12,5호선,398,양평,169878,167763,24507,24234,2022-01-03 10:00:40
2021-12,5호선,399,영등포구청,80642,83966,17148,17158,2022-01-03 10:00:40
2021-12,5호선,400,영등포시장,215137,223297,56445,57760,2022-01-03 10:00:40
2021-12,5호선,401,신길,98968,107316,9786,10243,2022-01-03 10:00:40
2021-12,5호선,402,여의도,669824,700698,47553,44174,2022-01-03 10:00:40
2021-12,5호선,403,여의나루,203601,234821,22894,22473,2022-01-03 10:00:40
2021-12,5호선,404,마포,318205,328622,53283,52715,2022-01-03 10:00:40
2021-12,5호선,405,공덕,318324,343702,37664,35498,2022-01-03 10:00:40
2021-12,5호선,406,애오개,143845,145615,31905,31161,2022-01-03 10:00:40
2021-12,5호선,407,충정로(경기대입구),108908,109956,12541,12797,2022-01-03 10:00:40
2021-12,5호선,408,서대문,410440,418870,57092,53799,2022-01-03 10:00:40
2021-12,5호선,409,광화문(세종문화회관),713028,744706,65033,62995,2022-01-03 10:00:40
2021-12,5호선,410,종로3가,263264,256876,77553,81859,2022-01-03 10:00:40
2021-12,5호선,411,을지로4가,114531,118399,39807,38892,2022-01-03 10:00:40
2021-12,5호선,412,동대문역사문화공원(DDP),65436,77307,7564,8246,2022-01-03 10:00:40
2021-12,5호선,413,청구,83466,79549,22118,17688,2022-01-03 10:00:40
2021-12,5호선,414,신금호,139709,141838,31957,35996,2022-01-03 10:00:40
2021-12,5호선,415,행당,172826,153815,42335,38685,2022-01-03 10:00:40
2021-12,5호선,416,왕십리(성동구청),107083,125893,20374,19973,2022-01-03 10:00:40
2021-12,5호선,417,마장,118278,110973,34655,33556,2022-01-03 10:00:40
2021-12,5호선,418,답십리,360370,325725,68212,66676,2022-01-03 10:00:40
2021-12,5호선,419,장한평,413551,409875,77396,78790,2022-01-03 10:00:40
2021-12,5호선,420,군자(능동),271065,300073,35537,36942,2022-01-03 10:00:40
2021-12,5호선,421,아차산(어린이대공원후문),317002,304650,83296,81726,2022-01-03 10:00:40
2021-12,5호선,422,광나루(장신대),296996,273433,60313,57957,2022-01-03 10:00:40
2021-12,5호선,423,천호(풍납토성),404436,394611,105761,107909,2022-01-03 10:00:40
2021-12,5호선,424,강동,408836,387515,86710,84014,2022-01-03 10:00:40
2021-12,5호선,425,길동,155977,164777,62643,64721,2022-01-03 10:00:40
2021-12,5호선,426,굽은다리(강동구민회관앞),204887,198549,59856,55507,2022-01-03 10:00:40
2021-12,5호선,427,명일,174760,179998,57576,60443,2022-01-03 10:00:40
2021-12,5호선,428,고덕,199651,197455,55581,55131,2022-01-03 10:00:40
2021-12,5호선,429,상일동,331600,300767,76397,73478,2022-01-03 10:00:40
2021-12,5호선,430,둔촌동,179326,179195,53193,53716,2022-01-03 10:00:40
2021-12,5호선,431,올림픽공원(한국체대),89368,79313,30395,28174,2022-01-03 10:00:40
2021-12,5호선,432,방이,151596,157706,38986,38970,2022-01-03 10:00:40
2021-12,5호선,433,오금,81084,80524,17657,16993,2022-01-03 10:00:40
2021-12,5호선,434,개롱,132668,138690,39863,41299,2022-01-03 10:00:40
2021-12,5호선,435,거여,193951,183060,52171,51793,2022-01-03 10:00:40
2021-12,5호선,436,마천,136460,132677,48066,49888,2022-01-03 10:00:40
2021-12,5호선,437,강일,77546,77257,25265,25098,2022-01-03 10:00:40
2021-12,5호선,438,미사,371416,368353,59829,59778,2022-01-03 10:00:40
2021-12,5호선,439,하남풍산,90906,92041,21205,21327,2022-01-03 10:00:40
2021-12,5호선,440,하남시청(덕풍·신장),122772,118553,49470,50653,2022-01-03 10:00:40
2021-12,5호선,441,하남검단산,117877,112777,36165,36208,2022-01-03 10:00:40
2021-12,6호선,442,응암,376425,371677,97795,97665,2022-01-03 10:00:40
2021-12,6호선,443,역촌,77616,95618,27413,27012,2022-01-03 10:00:40
2021-12,6호선,444,불광,86847,88297,33395,27654,2022-01-03 10:00:40
2021-12,6호선,445,독바위,56098,57368,16387,20146,2022-01-03 10:00:40
2021-12,6호선,446,연신내,26,0,0,0,2022-01-03 10:00:40
2021-12,6호선,447,구산,163552,110309,42856,44952,2022-01-03 10:00:40
2021-12,6호선,448,새절(신사),268559,246247,71699,71878,2022-01-03 10:00:40
2021-12,6호선,449,증산(명지대앞),212246,208197,61236,62054,2022-01-03 10:00:40
2021-12,6호선,450,디지털미디어시티,305505,334073,46558,46896,2022-01-03 10:00:40
2021-12,6호선,451,월드컵경기장(성산),68806,76700,37019,37239,2022-01-03 10:00:40
2021-12,6호선,452,마포구청,319351,287917,67871,61479,2022-01-03 10:00:40
2021-12,6호선,453,망원,320664,349017,68673,71844,2022-01-03 10:00:40
2021-12,6호선,454,합정,332715,324775,34052,31844,2022-01-03 10:00:40
2021-12,6호선,455,상수,218372,249152,18844,19166,2022-01-03 10:00:40
2021-12,6호선,456,광흥창(서강),196613,190729,39541,39057,2022-01-03 10:00:40
2021-12,6호선,457,대흥(서강대앞),173751,178738,36262,36326,2022-01-03 10:00:40
2021-12,6호선,458,공덕,411388,400544,63228,58915,2022-01-03 10:00:40
2021-12,6호선,459,효창공원앞,152378,136119,33059,31220,2022-01-03 10:00:40
2021-12,6호선,460,삼각지,153499,134640,14121,11920,2022-01-03 10:00:40
2021-12,6호선,461,녹사평(용산구청),119476,122904,15367,14685,2022-01-03 10:00:40
2021-12,6호선,462,이태원,261242,276930,26692,27411,2022-01-03 10:00:40
2021-12,6호선,463,한강진,235437,271693,13275,13159,2022-01-03 10:00:40
2021-12,6호선,464,버티고개,41838,41339,10318,12802,2022-01-03 10:00:40
2021-12,6호선,465,약수,76822,77318,19408,18607,2022-01-03 10:00:40
2021-12,6호선,466,청구,82366,84211,17106,19911,2022-01-03 10:00:40
2021-12,6호선,467,신당,202757,207715,32546,31070,2022-01-03 10:00:40
2021-12,6호선,468,동묘앞,160788,167347,57379,53093,2022-01-03 10:00:40
2021-12,6호선,469,창신,77475,62383,16150,15267,2022-01-03 10:00:40
2021-12,6호선,470,보문,170742,155933,26092,24645,2022-01-03 10:00:40
2021-12,6호선,471,안암(고대병원앞),246564,244274,30259,28606,2022-01-03 10:00:40
2021-12,6호선,472,고려대(종암),179387,170423,28835,28952,2022-01-03 10:00:40
2021-12,6호선,473,월곡(동덕여대),244882,241300,59101,59368,2022-01-03 10:00:40
2021-12,6호선,474,상월곡(한국과학기술연구원),131888,114032,34141,33180,2022-01-03 10:00:40
2021-12,6호선,475,돌곶이,199731,183185,49586,49242,2022-01-03 10:00:40
2021-12,6호선,476,석계,264283,274982,64591,64866,2022-01-03 10:00:40
2021-12,6호선,477,태릉입구,121431,132599,25561,26465,2022-01-03 10:00:40
2021-12,6호선,478,화랑대(서울여대입구),266684,206470,40598,36108,2022-01-03 10:00:40
2021-12,6호선,479,봉화산(서울의료원),191667,177701,41030,40803,2022-01-03 10:00:40
2021-12,6호선,480,신내,7,0,1,0,2022-01-03 10:00:40
2021-12,7호선,481,장암,52636,20199,7758,5277,2022-01-03 10:00:40
2021-12,7호선,482,도봉산,206651,232000,40213,56282,2022-01-03 10:00:40
2021-12,7호선,483,수락산,262886,253942,79539,80159,2022-01-03 10:00:40
2021-12,7호선,484,마들,271286,254683,72547,72409,2022-01-03 10:00:40
2021-12,7호선,485,노원,434194,455663,103597,103646,2022-01-03 10:00:40
2021-12,7호선,486,중계,303292,272540,74330,71764,2022-01-03 10:00:40
2021-12,7호선,487,하계,386604,360468,87276,84604,2022-01-03 10:00:40
2021-12,7호선,488,공릉(서울과학기술대),263562,260113,61501,61593,2022-01-03 10:00:40
2021-12,7호선,489,태릉입구,189740,178404,38712,36323,2022-01-03 10:00:40
2021-12,7호선,490,먹골,221524,214143,55010,55990,2022-01-03 10:00:40
2021-12,7호선,491,중화,238171,231824,55825,56451,2022-01-03 10:00:40
2021-12,7호선,492,상봉(시외버스터미널),403172,377646,61581,59754,2022-01-03 10:00:40
2021-12,7호선,493,면목,349653,337756,83426,86316,2022-01-03 10:00:40
2021-12,7호선,494,사가정,352365,350194,85407,85930,2022-01-03 10:00:40
2021-12,7호선,495,용마산(용마폭포공원),133694,126451,30663,32949,2022-01-03 10:00:40
2021-12,7호선,496,중곡,240269,221498,53415,54647,2022-01-03 10:00:40
2021-12,7호선,497,군자(능동),338826,266562,63948,56560,2022-01-03 10:00:40
2021-12,7호선,498,어린이대공원(세종대),294458,290527,33418,33520,2022-01-03 10:00:40
2021-12,7호선,499,건대입구,299730,316262,47300,41976,2022-01-03 10:00:40
2021-12,7호선,500,뚝섬유원지,163369,157787,34353,34597,2022-01-03 10:00:40
2021-12,7호선,501,청담,435624,499209,64497,62025,2022-01-03 10:00:40
2021-12,7호선,502,강남구청,386872,428129,44024,44547,2022-01-03 10:00:40
2021-12,7호선,503,학동,566535,607281,53809,50560,2022-01-03 10:00:40
2021-12,7호선,504,논현,477352,526388,44905,44754,2022-01-03 10:00:40
2021-12,7호선,505,반포,128991,124218,27833,26398,2022-01-03 10:00:40
2021-12,7호선,506,고속터미널,375860,310457,60132,52698,2022-01-03 10:00:40
2021-12,7호선,507,내방,315837,324784,59107,57711,2022-01-03 10:00:40
2021-12,7호선,508,이수,359105,348365,66260,63480,2022-01-03 10:00:40
2021-12,7호선,509,남성,238957,219336,58547,58644,2022-01-03 10:00:40
2021-12,7호선,510,숭실대입구(살피재),280642,280828,51190,53507,2022-01-03 10:00:40
2021-12,7호선,511,상도,231349,222335,50587,49026,2022-01-03 10:00:40
2021-12,7호선,512,장승배기,194964,189574,57612,58061,2022-01-03 10:00:40
2021-12,7호선,513,신대방삼거리,365650,344015,77090,79100,2022-01-03 10:00:40
2021-12,7호선,514,보라매,223427,221070,38059,36648,2022-01-03 10:00:40
2021-12,7호선,515,신풍,250754,236029,59283,60412,2022-01-03 10:00:40
2021-12,7호선,516,대림(구로구청),193886,196499,30968,30258,2022-01-03 10:00:40
2021-12,7호선,517,남구로,363267,383043,52625,52709,2022-01-03 10:00:40
2021-12,7호선,518,가산디지털단지,1063645,1051417,80985,76341,2022-01-03 10:00:40
2021-12,7호선,519,철산,483921,499672,85752,85337,2022-01-03 10:00:40
2021-12,7호선,520,광명사거리,481698,469748,129457,133130,2022-01-03 10:00:40
2021-12,7호선,521,천왕,255814,240602,47698,47075,2022-01-03 10:00:40
2021-12,7호선,522,온수(성공회대입구),240426,222417,34615,33124,2022-01-03 10:00:40
2021-12,7호선,523,까치울,180875,173393,25757,25841,2022-01-03 10:00:40
2021-12,7호선,524,부천종합운동장,115966,100166,18001,17771,2022-01-03 10:00:40
2021-12,7호선,525,춘의,232320,227437,30120,29709,2022-01-03 10:00:40
2021-12,7호선,526,신중동,337987,338848,46736,45541,2022-01-03 10:00:40
2021-12,7호선,527,부천시청,305597,306461,49611,47365,2022-01-03 10:00:40
2021-12,7호선,528,상동,320060,334615,44081,44142,2022-01-03 10:00:40
2021-12,7호선,529,삼산체육관,122493,110986,23375,22031,2022-01-03 10:00:40
2021-12,7호선,530,굴포천,218908,229702,32782,33248,2022-01-03 10:00:40
2021-12,7호선,531,부평구청,175486,156920,23303,21570,2022-01-03 10:00:40
2021-12,8호선,532,암사,415325,359285,90954,90076,2022-01-03 10:00:40
2021-12,8호선,533,천호(풍납토성),346886,413008,69491,66359,2022-01-03 10:00:40
2021-12,8호선,534,강동구청,223958,233411,55412,55631,2022-01-03 10:00:40
2021-12,8호선,535,몽촌토성(평화의문),139347,143094,27975,27154,2022-01-03 10:00:40
2021-12,8호선,536,잠실(송파구청),358557,433200,57818,56316,2022-01-03 10:00:40
2021-12,8호선,537,석촌,171305,202785,42734,44952,2022-01-03 10:00:40
2021-12,8호선,538,송파,157581,159069,45900,46211,2022-01-03 10:00:40
2021-12,8호선,539,가락시장,153976,175532,50654,51417,2022-01-03 10:00:40
2021-12,8호선,540,문정,500123,525627,52730,52124,2022-01-03 10:00:40
2021-12,8호선,541,장지,403072,390610,67372,63755,2022-01-03 10:00:40
2021-12,8호선,542,복정,244721,208316,38609,35031,2022-01-03 10:00:40
2021-12,8호선,543,산성,124044,121303,27104,30062,2022-01-03 10:00:40
2021-12,8호선,544,남한산성입구(성남법원.검찰청),304256,271495,67543,65384,2022-01-03 10:00:40
2021-12,8호선,545,단대오거리,221593,214574,61933,60532,2022-01-03 10:00:40
2021-12,8호선,546,신흥,87597,95822,32328,33863,2022-01-03 10:00:40
2021-12,8호선,547,수진,108082,95662,37614,36998,2022-01-03 10:00:40
2021-12,8호선,548,모란,80916,65310,45183,34730,2022-01-03 10:00:40
2021-12,8호선,549,남위례,33069,37802,7473,7645,2022-01-03 10:00:40
2021-12,9호선,618,개화,54139,38611,10149,7933,2022-01-03 10:00:40
2021-12,9호선,619,김포공항,206425,331704,15774,19808,2022-01-03 10:00:40
2021-12,9호선,620,공항시장,60111,64600,21372,23338,2022-01-03 10:00:40
2021-12,9호선,621,신방화,146705,141351,38720,38347,2022-01-03 10:00:40
2021-12,9호선,622,마곡나루(서울식물원),283891,281063,26418,26004,2022-01-03 10:00:40
2021-12,9호선,623,양천향교,215800,218976,38140,38308,2022-01-03 10:00:40
2021-12,9호선,624,가양,434546,420178,110006,106874,2022-01-03 10:00:40
2021-12,9호선,625,증미,155767,153255,35582,36454,2022-01-03 10:00:40
2021-12,9호선,626,등촌,239126,232033,69564,70128,2022-01-03 10:00:40
2021-12,9호선,627,염창,398911,383939,60618,59680,2022-01-03 10:00:40
2021-12,9호선,628,신목동,87362,76506,17958,16794,2022-01-03 10:00:40
2021-12,9호선,629,선유도,196967,188779,26100,25184,2022-01-03 10:00:40
2021-12,9호선,630,당산,428306,429904,55001,50818,2022-01-03 10:00:40
2021-12,9호선,631,국회의사당,354814,370501,47205,41307,2022-01-03 10:00:40
2021-12,9호선,632,여의도,648069,617940,40649,37534,2022-01-03 10:00:40
2021-12,9호선,633,샛강,124619,132566,21653,21893,2022-01-03 10:00:40
2021-12,9호선,634,노량진,638126,614948,70951,71282,2022-01-03 10:00:40
2021-12,9호선,635,노들,93089,77345,26661,24480,2022-01-03 10:00:40
2021-12,9호선,636,흑석(중앙대입구),163396,171286,46128,46569,2022-01-03 10:00:40
2021-12,9호선,637,동작(현충원),39528,31085,9772,8388,2022-01-03 10:00:40
2021-12,9호선,638,구반포,30478,32316,12848,12667,2022-01-03 10:00:40
2021-12,9호선,639,신반포,70859,69591,17159,17145,2022-01-03 10:00:40
2021-12,9호선,640,고속터미널,297182,399977,47563,53626,2022-01-03 10:00:40
2021-12,9호선,641,사평,75482,73666,17366,17641,2022-01-03 10:00:40
2021-12,9호선,642,신논현,815578,816171,54044,49885,2022-01-03 10:00:40
2021-12,공항철도 1호선,656,서울역,201507,190529,26237,23590,2022-01-03 10:00:40
2021-12,공항철도 1호선,657,공덕,54118,74033,6369,7472,2022-01-03 10:00:40
2021-12,공항철도 1호선,658,홍대입구,272448,276846,15434,14777,2022-01-03 10:00:40
2021-12,공항철도 1호선,659,디지털미디어시티,321173,294208,21783,20465,2022-01-03 10:00:40
2021-12,공항철도 1호선,660,마곡나루(서울식물원),190801,186230,11242,10966,2022-01-03 10:00:40
2021-12,공항철도 1호선,661,김포공항,330062,183864,20790,13127,2022-01-03 10:00:40
2021-12,공항철도 1호선,662,계양,245348,230782,23915,22743,2022-01-03 10:00:40
2021-12,공항철도 1호선,663,검암,165656,163519,14348,14142,2022-01-03 10:00:40
2021-12,공항철도 1호선,664,청라국제도시,167605,157998,10553,10495,2022-01-03 10:00:40
2021-12,공항철도 1호선,665,운서,164243,165000,22137,21934,2022-01-03 10:00:40
2021-12,공항철도 1호선,666,공항화물청사,52550,57941,8257,7899,2022-01-03 10:00:40
2021-12,공항철도 1호선,667,인천공항1터미널,99340,106101,12595,12349,2022-01-03 10:00:40
2021-12,공항철도 1호선,668,인천공항2터미널,57914,55449,6806,6465,2022-01-03 10:00:40
2021-12,공항철도 1호선,669,영종,67448,68034,15699,15599,2022-01-03 10:00:40
2021-12,9호선2~3단계,643,언주,255778,260881,25433,25087,2022-01-03 10:00:40
2021-12,9호선2~3단계,644,선정릉,223428,246875,21101,21588,2022-01-03 10:00:40
2021-12,9호선2~3단계,645,삼성중앙,151244,160460,19844,19733,2022-01-03 10:00:40
2021-12,9호선2~3단계,646,봉은사,419619,436224,38448,36782,2022-01-03 10:00:40
2021-12,9호선2~3단계,647,종합운동장,96243,94625,14633,13309,2022-01-03 10:00:40
2021-12,9호선2~3단계,648,삼전,155870,150788,30887,30062,2022-01-03 10:00:40
2021-12,9호선2~3단계,649,석촌고분,136880,134931,28289,28640,2022-01-03 10:00:40
2021-12,9호선2~3단계,650,석촌,198942,175108,28978,25011,2022-01-03 10:00:40
2021-12,9호선2~3단계,651,송파나루,119079,127711,21811,22652,2022-01-03 10:00:40
2021-12,9호선2~3단계,652,한성백제,55169,50072,13524,12203,2022-01-03 10:00:40
2021-12,9호선2~3단계,653,올림픽공원(한국체대),173628,169556,24037,23451,2022-01-03 10:00:40
2021-12,9호선2~3단계,654,둔촌오륜,25647,23413,4961,5252,2022-01-03 10:00:40
2021-12,9호선2~3단계,655,중앙보훈병원,197071,167678,66674,65619,2022-01-03 10:00:40
2021-12,우이신설선,713,북한산우이,48800,41355,28006,29543,2022-01-03 10:00:40
2021-12,우이신설선,714,솔밭공원,41215,37000,24514,25707,2022-01-03 10:00:40
2021-12,우이신설선,715,4.19민주묘지,47280,45573,29715,27003,2022-01-03 10:00:40
2021-12,우이신설선,716,가오리,69532,66657,40479,41777,2022-01-03 10:00:40
2021-12,우이신설선,717,화계,55880,49776,35650,35975,2022-01-03 10:00:40
2021-12,우이신설선,718,삼양,31031,31874,24156,26805,2022-01-03 10:00:40
2021-12,우이신설선,719,삼양사거리,35291,35426,31241,31556,2022-01-03 10:00:40
2021-12,우이신설선,720,솔샘,120458,108785,33698,34833,2022-01-03 10:00:40
2021-12,우이신설선,721,북한산보국문,125187,115901,37419,38055,2022-01-03 10:00:40
2021-12,우이신설선,722,정릉,85843,76328,39037,37053,2022-01-03 10:00:40
2021-12,우이신설선,723,성신여대입구(돈암),66337,76921,25234,24405,2022-01-03 10:00:40
2021-12,우이신설선,724,보문,28095,28281,12917,12930,2022-01-03 10:00:40
2021-12,우이신설선,725,신설동,32695,34105,23074,20167,2022-01-03 10:00:40
